org.springframework;spring-beans;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-context-support;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-context;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-core;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-expression;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-oxm;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-tx;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-web;3.1.1.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-web;3.1.3.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-webmvc;3.1.1.RELEASE;The Apache Software License, Version 2.0
org.springframework;spring-webmvc;3.1.3.RELEASE;The Apache Software License, Version 2.0
stax;stax-api;1.0.1;The Apache Software License, Version 2.0
taglibs;c;1.1.2;The Apache Software License, Version 2.0
taglibs;fmt;1.1.2;The Apache Software License, Version 2.0
taglibs;standard;1.1.2;The Apache Software License, Version 2.0
wsdl4j;wsdl4j;1.6.1;Common Public License Version 1.0
xmlunit;xmlunit;1.4;The BSD License
