acceleratorservices;The Apache Software License, Version 2.0;VelocityTools;org.apache.velocity;velocity-tools;2.0;http://velocity.apache.org/tools/devel/
acceleratorservices;Unknown license;antlr;antlr;antlr;02.07.2002;no url defined
acceleratorservices;Unknown license;commons-beanutils;commons-beanutils;commons-beanutils;01.07.2000;no url defined
acceleratorservices;Unknown license;dom4j;dom4j;dom4j;01. Jan;no url defined
amazoncloud;Apache License, Version 2.0;An open source Java toolkit for Amazon S3;net.java.dev.jets3t;jets3t;0.9.0;http://www.jets3t.org
amazoncloud;Apache License, Version 2.0;java-xmlbuilder;com.jamesmurty.utils;java-xmlbuilder;0.4;http://code.google.com/p/java-xmlbuilder/
amazoncloud;Apache License;HttpClient;org.apache.httpcomponents;httpclient;04. Feb;http://hc.apache.org/httpcomponents-client
amazoncloud;Apache License;HttpCore;org.apache.httpcomponents;httpcore;04. Feb;http://hc.apache.org/httpcomponents-core-ga
amazoncloud;The Apache Software License, Version 2.0;Commons Codec;commons-codec;commons-codec;01. Jun;http://commons.apache.org/codec/
amazoncloud;The Apache Software License, Version 2.0;Commons Logging;commons-logging;commons-logging;01.01.2001;http://commons.apache.org/logging
azurecloud;CDDL 1.1(GPL2 w/ CPE);JAXB API bundle for GlassFish V3;javax.xml.bind;jaxb-api;02.02.2002;https://jaxb.dev.java.net/
azurecloud;CDDL 1.1(GPL2 w/ CPE);JAXB RI;com.sun.xml.bind;jaxb-impl;2.2.;http://jaxb.java.net/
azurecloud;CDDL 1.1(GPL2 w/ CPE);jersey-client;com.sun.jersey;jersey-client;1.102;https://jersey.java.net/jersey-client/
azurecloud;CDDL 1.1(GPL2 w/ CPE);jersey-core;com.sun.jersey;jersey-core;1.102;https://jersey.java.net/jersey-core/
azurecloud;CDDL 1.1(GPL2 w/ CPE);jersey-json;com.sun.jersey;jersey-json;1.102;https://jersey.java.net/jersey-json/
azurecloud;COMMON DEVELOPMENT AND DISTRIBUTION LICENSE (CDDLVersion 1.0)(GNU General Public Library);Streaming API for XML;javax.xml.stream;stax-api;1.; - no url defined
azurecloud;Common Development and Distribution License (CDDL;v1.0) JavaMail API;javax.mail;mail;01. Apr;https://glassfish.dev.java.net/javaee5/mail/
azurecloud;Common Development and Distribution License (CDDLv1.0);JavaBeans Activation Framework (JAF);javax.activation;activation;01. Jan;http://java.sun.com/products/javabeans/jaf/index.jsp
azurecloud;GNU Lesser General Public License (LGPL Version 2.1)(The Apache Software License, Version 2.0);JAX-RS provider for JSON content type;org.codehaus.jackson;jackson-jaxrs;01.08.2003;http://jackson.codehaus.org
azurecloud;GNU Lesser General Public License (LGPL Version 2.1)(The Apache Software License, Version 2.0);Xml Compatibility extensions for Jackson;org.codehaus.jackson;jackson-xc;01.08.2003;http://jackson.codehaus.org
azurecloud;The Apache Software License, Version 2.0;Commons Lang;org.apache.commons;commons-lang3;03. Jan;http://commons.apache.org/lang/
azurecloud;The Apache Software License, Version 2.0;Commons Logging;commons-logging;commons-logging;01.01.2001;http://commons.apache.org/logging
azurecloud;The Apache Software License, Version 2.0;Data Mapper for Jackson;org.codehaus.jackson;jackson-mapper-asl;01.08.2003;http://jackson.codehaus.org
azurecloud;The Apache Software License, Version 2.0;Jackson;org.codehaus.jackson;jackson-core-asl;01.08.2003;http://jackson.codehaus.org
azurecloud;The Apache Software License, Version 2.0;Microsoft Windows Azure Client API;com.microsoft.windowsazure;microsoft-windowsazure-api;0.2.2;https://github.com/WindowsAzure/azure-sdk-for-java
azurecloud;The Apache Software License, Version 2.0;StAX API;stax;stax-api;1.0.1;http://stax.codehaus.org/
